Date,MP_Name,Original_MP_Name,Attendance
2020-05-26,Sylvia Lim,Ms Sylvia Lim (Aljunied). ,True
2020-05-26,Lim Wee Kiak,Dr Lim Wee Kiak (Sembawang). ,True
2020-05-26,Low Yen Ling,"Ms Low Yen Ling (Chua Chu Kang), Senior Parliamentary Secretary to the Ministers for Education and Manpower. ",True
2020-05-26,Masagos Zulkifli B M M,"Mr Masagos Zulkifli B M M (Tampines), Minister for the Environment and Water Resources and Minister-in-charge of Muslim Affairs. ",True
2020-05-26,Mohamad Maliki Bin Osman,"Dr Mohamad Maliki Bin Osman (East Coast), Senior Minister of State for Defence and Foreign Affairs. ",True
2020-05-26,Mohamed Irshad,Mr Mohamed Irshad (Nominated Member). ,True
2020-05-26,Muhamad Faisal Bin Abdul Manap,Mr Muhamad Faisal Bin Abdul Manap (Aljunied). ,True
2020-05-26,Dr Muhammad Faishal Ibrahim,"Assoc Prof Dr Muhammad Faishal Ibrahim (Nee Soon), Senior Parliamentary Secretary to the Ministers for Education and Social and Family Development. ",True
2020-05-26,Murali Pillai,Mr Murali Pillai (Bukit Batok). ,True
2020-05-26,Lily Neo,Dr Lily Neo (Jalan Besar). ,True
2020-05-26,Ng Chee Meng,"Mr Ng Chee Meng (Pasir Ris-Punggol), Minister, Prime Minister's Office. ",True
2020-05-26,Ng Eng Hen,"Dr Ng Eng Hen (Bishan-Toa Payoh), Minister for Defence. ",True
2020-05-26,Louis Ng Kok Kwang,Mr Louis Ng Kok Kwang (Nee Soon). ,True
2020-05-26,Anthea Ong,Ms Anthea Ong (Nominated Member). ,True
2020-05-26,Ong Teng Koon,Mr Ong Teng Koon (Marsiling-Yew Tee). ,True
2020-05-26,Ong Ye Kung,"Mr Ong Ye Kung (Sembawang), Minister for Education. ",True
2020-05-26,Joan Pereira,Ms Joan Pereira (Tanjong Pagar). ,True
2020-05-26,Leon Perera,Mr Leon Perera (Non-Constituency Member). ,True
2020-05-26,Denise Phua Lay Peng,Ms Denise Phua Lay Peng (Jalan Besar). ,True
2020-05-26,Png Eng Huat,Mr Png Eng Huat (Hougang). ,True
2020-05-26,Pritam Singh,Mr Pritam Singh (Aljunied). ,True
2020-05-26,Rahayu Mahzam,Ms Rahayu Mahzam (Jurong). ,True
2020-05-26,Saktiandi Supaat,Mr Saktiandi Supaat (Bishan-Toa Payoh). ,True
2020-05-26,Seah Kian Peng,Mr Seah Kian Peng (Marine Parade). ,True
2020-05-26,K Shanmugam,"Mr K Shanmugam (Nee Soon), Minister for Home Affairs and Law. ",True
2020-05-26,Sim Ann,"Ms Sim Ann (Holland-Bukit Timah), Senior Minister of State for Communications and Information and Culture, Community and Youth and Deputy Government Whip. ",True
2020-05-26,Sitoh Yih Pin,Mr Sitoh Yih Pin (Potong Pasir). ,True
2020-05-26,Sun Xueling,"Ms Sun Xueling (Pasir Ris-Punggol), Senior Parliamentary Secretary to the Ministers for Home Affairs and National Development. ",True
2020-05-26,Sam Tan Chin Siong,"Mr Sam Tan Chin Siong (Radin Mas), Minister of State for Foreign Affairs and Social and Family Development. ",True
2020-05-26,Dennis Tan Lip Fong,Mr Dennis Tan Lip Fong (Non-Constituency Member). ,True
2020-05-26,Jessica Tan Soon Neo,Ms Jessica Tan Soon Neo (East Coast). ,True
2020-05-26,Tan Wu Meng,"Dr Tan Wu Meng (Jurong), Senior Parliamentary Secretary to the Ministers for Foreign Affairs and Trade and Industry. ",True
2020-05-26,Patrick Tay Teck Guan,Mr Patrick Tay Teck Guan (West Coast). ,True
2020-05-26,Teo Chee Hean,"Mr Teo Chee Hean (Pasir Ris-Punggol), Senior Minister and Coordinating Minister for National Security. ",True
2020-05-26,Teo Ho Pin,Dr Teo Ho Pin (Bukit Panjang). ,True
2020-05-26,Josephine Teo,"Mrs Josephine Teo (Bishan-Toa Payoh), Minister for Manpower and Second Minister for Home Affairs. ",True
2020-05-26,Teo Ser Luck,Mr Teo Ser Luck (Pasir Ris-Punggol). ,True
2020-05-26,Tharman Shanmugaratnam,"Mr Tharman Shanmugaratnam (Jurong), Senior Minister and Coordinating Minister for Social Policies. ",True
2020-05-26,Walter Theseira,Assoc Prof Walter Theseira (Nominated Member). ,True
2020-05-26,Tin Pei Ling,Ms Tin Pei Ling (MacPherson). ,True
2020-05-26,Edwin Tong Chun Fai,"Mr Edwin Tong Chun Fai (Marine Parade), Senior Minister of State for Health and Law. ",True
2020-05-26,Vikram Nair,Mr Vikram Nair (Sembawang). ,True
2020-05-26,Vivian Balakrishnan,"Dr Vivian Balakrishnan (Holland-Bukit Timah), Minister for Foreign Affairs. ",True
2020-05-26,Lawrence Wong,"Mr Lawrence Wong (Marsiling-Yew Tee), Minister for National Development and Second Minister for Finance. ",True
2020-05-26,Yaacob Ibrahim,Prof Yaacob Ibrahim (Jalan Besar). ,True
2020-05-26,Alex Yam,Mr Alex Yam (Marsiling-Yew Tee). ,True
2020-05-26,Yee Chia Hsing,Mr Yee Chia Hsing (Chua Chu Kang). ,True
2020-05-26,Yip Pin Xiu,Ms Yip Pin Xiu (Nominated Member). ,True
2020-05-26,Melvin Yong Yik Chye,Mr Melvin Yong Yik Chye (Tanjong Pagar). ,True
2020-05-26,Zainal Sapari,Mr Zainal Sapari (Pasir Ris-Punggol). ,True
2020-05-26,Zaqy Mohamad,"Mr Zaqy Mohamad (Chua Chu Kang), Minister of State for Manpower and National Development and Deputy Government Whip. ",True
