Date,MP_Name,Original_MP_Name,Attendance
2017-08-01,Dr Muhammad Faishal Ibrahim,"Assoc Prof Dr Muhammad Faishal Ibrahim (Nee Soon), Senior Parliamentary Secretary to the Ministers for Education and Minister for Social and Family Development. ",True
2017-08-01,Murali Pillai,Mr Murali Pillai (Bukit Batok). ,True
2017-08-01,Lily Neo,Dr Lily Neo (Jalan Besar). ,True
2017-08-01,Ng Eng Hen,"Dr Ng Eng Hen (Bishan-Toa Payoh), Minister for Defence. ",True
2017-08-01,Louis Ng Kok Kwang,Mr Louis Ng Kok Kwang (Nee Soon). ,True
2017-08-01,Ong Teng Koon,Mr Ong Teng Koon (Marsiling-Yew Tee). ,True
2017-08-01,Ong Ye Kung,"Mr Ong Ye Kung (Sembawang), Minister for Education (Higher Education and Skills) and Second Minister for Defence. ",True
2017-08-01,Joan Pereira,Ms Joan Pereira (Tanjong Pagar). ,True
2017-08-01,Leon Perera,Mr Leon Perera (Non-Constituency Member). ,True
2017-08-01,Denise Phua Lay Peng,Ms Denise Phua Lay Peng (Jalan Besar). ,True
2017-08-01,Png Eng Huat,Mr Png Eng Huat (Hougang). ,True
2017-08-01,Pritam Singh,Mr Pritam Singh (Aljunied). ,True
2017-08-01,Rahayu Mahzam,Ms Rahayu Mahzam (Jurong). ,True
2017-08-01,Saktiandi Supaat,Mr Saktiandi Supaat (Bishan-Toa Payoh). ,True
2017-08-01,Seah Kian Peng,Mr Seah Kian Peng (Marine Parade). ,True
2017-08-01,K Shanmugam,"Mr K Shanmugam (Nee Soon), Minister for Home Affairs and Minister for Law. ",True
2017-08-01,Sim Ann,"Ms Sim Ann (Holland-Bukit Timah), Senior Minister of State for Culture, Community and Youth and Trade and Industry and Deputy Government Whip. ",True
2017-08-01,Sitoh Yih Pin,Mr Sitoh Yih Pin (Potong Pasir). ,True
2017-08-01,Sam Tan Chin Siong,"Mr Sam Tan Chin Siong (Radin Mas), Minister of State, Prime Minister's Office and Minister of State for Foreign Affairs and Manpower and Deputy Government Whip. ",True
2017-08-01,Tan Chuan-Jin,"Mr Tan Chuan-Jin (Marine Parade), Minister for Social and Family Development. ",True
2017-08-01,Dennis Tan Lip Fong,Mr Dennis Tan Lip Fong (Non-Constituency Member). ,True
2017-08-01,Randolph Tan,Assoc Prof Randolph Tan (Nominated Member). ,True
2017-08-01,Jessica Tan Soon Neo,Ms Jessica Tan Soon Neo (East Coast). ,True
2017-08-01,Tan Wu Meng,Dr Tan Wu Meng (Jurong). ,True
2017-08-01,Patrick Tay Teck Guan,Mr Patrick Tay Teck Guan (West Coast). ,True
2017-08-01,Teo Chee Hean,"Mr Teo Chee Hean (Pasir Ris-Punggol), Deputy Prime Minister and Coordinating Minister for National Security. ",True
2017-08-01,Teo Ho Pin,Dr Teo Ho Pin (Bukit Panjang). ,True
2017-08-01,Josephine Teo,"Mrs Josephine Teo (Bishan-Toa Payoh), Minister, Prime Minister's Office and Second Minister for Foreign Affairs and Manpower. ",True
2017-08-01,Teo Ser Luck,Mr Teo Ser Luck (Pasir Ris-Punggol). ,True
2017-08-01,K Thanaletchimi,Ms K Thanaletchimi (Nominated Member). ,True
2017-08-01,Tharman Shanmugaratnam,"Mr Tharman Shanmugaratnam (Jurong), Deputy Prime Minister and Coordinating Minister for Economic and Social Policies. ",True
2017-08-01,Tin Pei Ling,Ms Tin Pei Ling (MacPherson). ,True
2017-08-01,Vikram Nair,Mr Vikram Nair (Sembawang). ,True
2017-08-01,Vivian Balakrishnan,"Dr Vivian Balakrishnan (Holland-Bukit Timah), Minister for Foreign Affairs. ",True
2017-08-01,Lawrence Wong,"Mr Lawrence Wong (Marsiling-Yew Tee), Minister for National Development and Second Minister for Finance. ",True
2017-08-01,Dr Yaacob Ibrahim,"Assoc Prof Dr Yaacob Ibrahim (Jalan Besar), Minister for Communications and Information and Minister-in-charge of Muslim Affairs. ",True
2017-08-01,Alex Yam,Mr Alex Yam (Marsiling-Yew Tee). ,True
2017-08-01,Yee Chia Hsing,Mr Yee Chia Hsing (Chua Chu Kang). ,True
2017-08-01,Melvin Yong Yik Chye,Mr Melvin Yong Yik Chye (Tanjong Pagar). ,True
2017-08-01,Zainal Sapari,Mr Zainal Sapari (Pasir Ris-Punggol). ,True
2017-08-01,Zaqy Mohamad,Mr Zaqy Mohamad (Chua Chu Kang). ,True
