Date,MP_Name,Original_MP_Name,Attendance
2017-01-09,Kwek Hian Chuan Henry,Mr Kwek Hian Chuan Henry (Nee Soon). ,True
2017-01-09,Lam Pin Min,"Dr Lam Pin Min (Sengkang West), Minister of State for Health. ",True
2017-01-09,Desmond Lee,"Mr Desmond Lee (Jurong), Senior Minister of State for Home Affairs and National Development and Deputy Leader of the House. ",True
2017-01-09,Lee Hsien Loong,"Mr Lee Hsien Loong (Ang Mo Kio), Prime Minister. ",True
2017-01-09,Lee Yi Shyan,Mr Lee Yi Shyan (East Coast). ,True
2017-01-09,Liang Eng Hwa,Mr Liang Eng Hwa (Holland-Bukit Timah). ,True
2017-01-09,Lim Biow Chuan,"Mr Lim Biow Chuan (Mountbatten), Deputy Speaker. ",True
2017-01-09,Lim Hng Kiang,"Mr Lim Hng Kiang (West Coast), Minister for Trade and Industry (Trade). ",True
2017-01-09,Lim Swee Say,"Mr Lim Swee Say (East Coast), Minister for Manpower. ",True
2017-01-09,Sylvia Lim,Ms Sylvia Lim (Aljunied). ,True
2017-01-09,Lim Wee Kiak,Dr Lim Wee Kiak (Sembawang). ,True
2017-01-09,Low Thia Khiang,Mr Low Thia Khiang (Aljunied). ,True
2017-01-09,Low Yen Ling,"Ms Low Yen Ling (Chua Chu Kang), Parliamentary Secretary to the Ministers for Trade and Industry and Ministers for Education. ",True
2017-01-09,Mahdev Mohan,Asst Prof Mahdev Mohan (Nominated Member). ,True
2017-01-09,Masagos Zulkifli B M M,"Mr Masagos Zulkifli B M M (Tampines), Minister for the Environment and Water Resources. ",True
2017-01-09,Mohamad Maliki Bin Osman,"Dr Mohamad Maliki Bin Osman (East Coast), Senior Minister of State for Defence and Foreign Affairs. ",True
2017-01-09,Muhamad Faisal Bin Abdul Manap,Mr Muhamad Faisal Bin Abdul Manap (Aljunied). ,True
2017-01-09,Dr Muhammad Faishal Ibrahim,"Assoc Prof Dr Muhammad Faishal Ibrahim (Nee Soon), Parliamentary Secretary to the Minister for Social and Family Development and Ministers for Education. ",True
2017-01-09,Murali Pillai,Mr Murali Pillai (Bukit Batok). ,True
2017-01-09,Lily Neo,Dr Lily Neo (Jalan Besar). ,True
2017-01-09,Ng Chee Meng,"Mr Ng Chee Meng (Pasir Ris-Punggol), Minister for Education (Schools) and Second Minister for Transport. ",True
2017-01-09,Ng Eng Hen,"Dr Ng Eng Hen (Bishan-Toa Payoh), Minister for Defence. ",True
2017-01-09,Louis Ng Kok Kwang,Mr Louis Ng Kok Kwang (Nee Soon). ,True
2017-01-09,Ong Teng Koon,Mr Ong Teng Koon (Marsiling-Yew Tee). ,True
2017-01-09,Ong Ye Kung,"Mr Ong Ye Kung (Sembawang), Minister for Education (Higher Education and Skills) and Second Minister for Defence. ",True
2017-01-09,Joan Pereira,Ms Joan Pereira (Tanjong Pagar). ,True
2017-01-09,Leon Perera,Mr Leon Perera (Non-Constituency Member). ,True
2017-01-09,Denise Phua Lay Peng,Ms Denise Phua Lay Peng (Jalan Besar). ,True
2017-01-09,Png Eng Huat,Mr Png Eng Huat (Hougang). ,True
2017-01-09,Pritam Singh,Mr Pritam Singh (Aljunied). ,True
2017-01-09,Rahayu Mahzam,Ms Rahayu Mahzam (Jurong). ,True
2017-01-09,Saktiandi Supaat,Mr Saktiandi Supaat (Bishan-Toa Payoh). ,True
2017-01-09,Seah Kian Peng,Mr Seah Kian Peng (Marine Parade). ,True
2017-01-09,K Shanmugam,"Mr K Shanmugam (Nee Soon), Minister for Home Affairs and Minister for Law. ",True
2017-01-09,Sim Ann,"Ms Sim Ann (Holland-Bukit Timah), Senior Minister of State for Culture, Community and Youth and Trade and Industry and Deputy Government Whip. ",True
2017-01-09,Sitoh Yih Pin,Mr Sitoh Yih Pin (Potong Pasir). ,True
2017-01-09,Sun Xueling,Ms Sun Xueling (Pasir Ris-Punggol). ,True
2017-01-09,Sam Tan Chin Siong,"Mr Sam Tan Chin Siong (Radin Mas), Minister of State, Prime Minister's Office and Minister of State for Manpower and Deputy Government Whip. ",True
2017-01-09,Tan Chuan-Jin,"Mr Tan Chuan-Jin (Marine Parade), Minister for Social and Family Development. ",True
2017-01-09,Dennis Tan Lip Fong,Mr Dennis Tan Lip Fong (Non-Constituency Member). ,True
2017-01-09,Randolph Tan,Assoc Prof Randolph Tan (Nominated Member). ,True
2017-01-09,Jessica Tan Soon Neo,Ms Jessica Tan Soon Neo (East Coast). ,True
2017-01-09,Tan Wu Meng,Dr Tan Wu Meng (Jurong). ,True
2017-01-09,Patrick Tay Teck Guan,Mr Patrick Tay Teck Guan (West Coast). ,True
2017-01-09,Teo Chee Hean,"Mr Teo Chee Hean (Pasir Ris-Punggol), Deputy Prime Minister and Coordinating Minister for National Security. ",True
2017-01-09,Teo Ho Pin,Dr Teo Ho Pin (Bukit Panjang). ,True
2017-01-09,Josephine Teo,"Mrs Josephine Teo (Bishan-Toa Payoh), Senior Minister of State, Prime Minister's Office and Senior Minister of State for Foreign Affairs and Transport. ",True
2017-01-09,K Thanaletchimi,Ms K Thanaletchimi (Nominated Member). ,True
2017-01-09,Tharman Shanmugaratnam,"Mr Tharman Shanmugaratnam (Jurong), Deputy Prime Minister and Coordinating Minister for Economic and Social Policies. ",True
2017-01-09,Tin Pei Ling,Ms Tin Pei Ling (MacPherson). ,True
2017-01-09,Edwin Tong Chun Fai,Mr Edwin Tong Chun Fai (Marine Parade). ,True
2017-01-09,Vikram Nair,Mr Vikram Nair (Sembawang). ,True
2017-01-09,Vivian Balakrishnan,"Dr Vivian Balakrishnan (Holland-Bukit Timah), Minister for Foreign Affairs. ",True
2017-01-09,Lawrence Wong,"Mr Lawrence Wong (Marsiling-Yew Tee), Minister for National Development and Second Minister for Finance. ",True
2017-01-09,Dr Yaacob Ibrahim,"Assoc Prof Dr Yaacob Ibrahim (Jalan Besar), Minister for Communications and Information and Minister-in-charge of Muslim Affairs. ",True
2017-01-09,Yee Chia Hsing,Mr Yee Chia Hsing (Chua Chu Kang). ,True
2017-01-09,Melvin Yong Yik Chye,Mr Melvin Yong Yik Chye (Tanjong Pagar). ,True
2017-01-09,Zainal Sapari,Mr Zainal Sapari (Pasir Ris-Punggol). ,True
2017-01-09,Zaqy Mohamad,Mr Zaqy Mohamad (Chua Chu Kang). ,True
