Date,MP_Name,Original_MP_Name,Attendance
2017-01-09,Charles Chong,"Mr Charles Chong (Punggol East), Deputy Speaker.",False
2017-01-09,Darryl David,Mr Darryl David (Ang Mo Kio).,False
2017-01-09,Gan Kim Yong,"Mr Gan Kim Yong (Chua Chu Kang), Minister for Health.",False
2017-01-09,Heng Swee Keat,"Mr Heng Swee Keat (Tampines), Minister for Finance.",False
2017-01-09,Lee Bee Wah,Er Dr Lee Bee Wah (Nee Soon).,False
2017-01-09,Teo Ser Luck,"Mr Teo Ser Luck (Pasir Ris-Punggol), Minister of State for Manpower.",False
2017-01-09,Alex Yam,Mr Alex Yam (Marsiling-Yew Tee).,False
2017-01-09,Halimah Yacob,Mdm SPEAKER (Mdm Halimah Yacob (Marsiling-Yew Tee)). ,True
2017-01-09,Amrin Amin,"Mr Amrin Amin (Sembawang), Parliamentary Secretary to the Minister for Home Affairs. ",True
2017-01-09,Ang Hin Kee,Mr Ang Hin Kee (Ang Mo Kio). ,True
2017-01-09,Ang Wei Neng,Mr Ang Wei Neng (Jurong). ,True
2017-01-09,Azmoon Ahmad,Mr Azmoon Ahmad (Nominated Member). ,True
2017-01-09,Baey Yam Keng,"Mr Baey Yam Keng (Tampines), Parliamentary Secretary to the Minister for Culture, Community and Youth. ",True
2017-01-09,Chan Chun Sing,"Mr Chan Chun Sing (Tanjong Pagar), Minister, Prime Minister's Office and Government Whip. ",True
2017-01-09,Cheryl Chan Wei Ling,Miss Cheryl Chan Wei Ling (Fengshan). ,True
2017-01-09,Chee Hong Tat,"Mr Chee Hong Tat (Bishan-Toa Payoh), Minister of State for Communications and Information and Health. ",True
2017-01-09,Chen Show Mao,Mr Chen Show Mao (Aljunied). ,True
2017-01-09,Cheng Li Hui,Miss Cheng Li Hui (Tampines). ,True
2017-01-09,Chia Shi-Lu,Dr Chia Shi-Lu (Tanjong Pagar). ,True
2017-01-09,Chia Yong Yong,Ms Chia Yong Yong (Nominated Member). ,True
2017-01-09,Chong Kee Hiong,Mr Chong Kee Hiong (Bishan-Toa Payoh). ,True
2017-01-09,Desmond Choo,Mr Desmond Choo (Tampines). ,True
2017-01-09,Thomas Chua Kee Seng,Mr Thomas Chua Kee Seng (Nominated Member). ,True
2017-01-09,Christopher de Souza,Mr Christopher de Souza (Holland-Bukit Timah). ,True
2017-01-09,Fatimah Lateef,Assoc Prof Fatimah Lateef (Marine Parade). ,True
2017-01-09,Cedric Foo Chee Keng,Mr Cedric Foo Chee Keng (Pioneer). ,True
2017-01-09,Foo Mee Har,Ms Foo Mee Har (West Coast). ,True
2017-01-09,Grace Fu Hai Yien,"Ms Grace Fu Hai Yien (Yuhua), Minister for Culture, Community and Youth and Leader of the House. ",True
2017-01-09,Gan Thiam Poh,Mr Gan Thiam Poh (Ang Mo Kio). ,True
2017-01-09,Ganesh Rajaram,Mr Ganesh Rajaram (Nominated Member). ,True
2017-01-09,Goh Chok Tong,Mr Goh Chok Tong (Marine Parade). ,True
2017-01-09,Daniel Goh Pei Siong,Assoc Prof Daniel Goh Pei Siong (Non-Constituency Member). ,True
2017-01-09,Heng Chee How,"Mr Heng Chee How (Jalan Besar), Senior Minister of State, Prime Minister's Office. ",True
2017-01-09,Indranee Rajah,"Ms Indranee Rajah (Tanjong Pagar), Senior Minister of State for Finance and Law. ",True
2017-01-09,Intan Azura Mokhtar,Dr Intan Azura Mokhtar (Ang Mo Kio). ,True
2017-01-09,S Iswaran,"Mr S Iswaran (West Coast), Minister for Trade and Industry (Industry). ",True
2017-01-09,Janil Puthucheary,"Dr Janil Puthucheary (Pasir Ris-Punggol), Minister of State for Communications and Information and Education. ",True
2017-01-09,Khaw Boon Wan,"Mr Khaw Boon Wan (Sembawang), Coordinating Minister for Infrastructure and Minister for Transport. ",True
2017-01-09,Amy Khor Lean Suan,"Dr Amy Khor Lean Suan (Hong Kah North), Senior Minister of State for Health and the Environment and Water Resources. ",True
2017-01-09,Koh Poh Koon,"Dr Koh Poh Koon (Ang Mo Kio), Minister of State for National Development and Trade and Industry. ",True
2017-01-09,Kok Heng Leun,Mr Kok Heng Leun (Nominated Member). ,True
2017-01-09,Kuik Shiao-Yin,Ms Kuik Shiao-Yin (Nominated Member). ,True
