Date,MP_Name,Original_MP_Name,Attendance
2018-08-06,Azmoon Ahmad,Mr Azmoon Ahmad (Nominated Member).,False
2018-08-06,Cheryl Chan Wei Ling,Miss Cheryl Chan Wei Ling (Fengshan).,False
2018-08-06,Chia Yong Yong,Ms Chia Yong Yong (Nominated Member).,False
2018-08-06,Intan Azura Mokhtar,Dr Intan Azura Mokhtar (Ang Mo Kio).,False
2018-08-06,Lee Yi Shyan,Mr Lee Yi Shyan (East Coast).,False
2018-08-06,K Shanmugam,"Mr K Shanmugam (Nee Soon), Minister for Home Affairs and Law.",False
2018-08-06,Tan Wu Meng,"Dr Tan Wu Meng (Jurong), Senior Parliamentary Secretary to the Ministers for Foreign Affairs and Trade and Industry.",False
2018-08-06,Tan Chuan-Jin,Mr SPEAKER (Mr Tan Chuan-Jin (Marine Parade)). ,True
2018-08-06,Amrin Amin,"Mr Amrin Amin (Sembawang), Senior Parliamentary Secretary to the Ministers for Health and Home Affairs. ",True
2018-08-06,Ang Hin Kee,Mr Ang Hin Kee (Ang Mo Kio). ,True
2018-08-06,Ang Wei Neng,Mr Ang Wei Neng (Jurong). ,True
2018-08-06,Baey Yam Keng,"Mr Baey Yam Keng (Tampines), Senior Parliamentary Secretary to the Ministers for Culture, Community and Youth and Transport. ",True
2018-08-06,Chan Chun Sing,"Mr Chan Chun Sing (Tanjong Pagar), Minister for Trade and Industry and Government Whip. ",True
2018-08-06,Chee Hong Tat,"Mr Chee Hong Tat (Bishan-Toa Payoh), Senior Minister of State for Education and Trade and Industry. ",True
2018-08-06,Chen Show Mao,Mr Chen Show Mao (Aljunied). ,True
2018-08-06,Cheng Li Hui,Miss Cheng Li Hui (Tampines). ,True
2018-08-06,Chia Shi-Lu,Dr Chia Shi-Lu (Tanjong Pagar). ,True
2018-08-06,Charles Chong,"Mr Charles Chong (Punggol East), Deputy Speaker. ",True
2018-08-06,Chong Kee Hiong,Mr Chong Kee Hiong (Bishan-Toa Payoh). ,True
2018-08-06,Desmond Choo,Mr Desmond Choo (Tampines). ,True
2018-08-06,Thomas Chua Kee Seng,Mr Thomas Chua Kee Seng (Nominated Member). ,True
2018-08-06,Darryl David,Mr Darryl David (Ang Mo Kio). ,True
2018-08-06,Christopher de Souza,Mr Christopher de Souza (Holland-Bukit Timah). ,True
2018-08-06,Fatimah Lateef,Assoc Prof Fatimah Lateef (Marine Parade). ,True
2018-08-06,Cedric Foo Chee Keng,Mr Cedric Foo Chee Keng (Pioneer). ,True
2018-08-06,Foo Mee Har,Ms Foo Mee Har (West Coast). ,True
2018-08-06,Grace Fu Hai Yien,"Ms Grace Fu Hai Yien (Yuhua), Minister for Culture, Community and Youth and Leader of the House. ",True
2018-08-06,Gan Kim Yong,"Mr Gan Kim Yong (Chua Chu Kang), Minister for Health. ",True
2018-08-06,Gan Thiam Poh,Mr Gan Thiam Poh (Ang Mo Kio). ,True
2018-08-06,Ganesh Rajaram,Mr Ganesh Rajaram (Nominated Member). ,True
2018-08-06,Goh Chok Tong,Mr Goh Chok Tong (Marine Parade). ,True
2018-08-06,Daniel Goh Pei Siong,Assoc Prof Daniel Goh Pei Siong (Non-Constituency Member). ,True
2018-08-06,Heng Chee How,"Mr Heng Chee How (Jalan Besar), Senior Minister of State for Defence. ",True
2018-08-06,Heng Swee Keat,"Mr Heng Swee Keat (Tampines), Minister for Finance. ",True
2018-08-06,Indranee Rajah,"Ms Indranee Rajah (Tanjong Pagar), Minister, Prime Minister's Office and Second Minister for Education and Finance. ",True
2018-08-06,S Iswaran,"Mr S Iswaran (West Coast), Minister for Communications and Information and Minister-in-charge of Trade Relations. ",True
2018-08-06,Janil Puthucheary,"Dr Janil Puthucheary (Pasir Ris-Punggol), Senior Minister of State for Communications and Information and Transport. ",True
2018-08-06,Khaw Boon Wan,"Mr Khaw Boon Wan (Sembawang), Coordinating Minister for Infrastructure and Minister for Transport. ",True
2018-08-06,Amy Khor Lean Suan,"Dr Amy Khor Lean Suan (Hong Kah North), Senior Minister of State for the Environment and Water Resources and Health. ",True
2018-08-06,Koh Poh Koon,"Dr Koh Poh Koon (Ang Mo Kio), Senior Minister of State for Trade and Industry. ",True
2018-08-06,Kok Heng Leun,Mr Kok Heng Leun (Nominated Member). ,True
2018-08-06,Kuik Shiao-Yin,Ms Kuik Shiao-Yin (Nominated Member). ,True
2018-08-06,Kwek Hian Chuan Henry,Mr Kwek Hian Chuan Henry (Nee Soon). ,True
2018-08-06,Lam Pin Min,"Dr Lam Pin Min (Sengkang West), Senior Minister of State for Health and Transport. ",True
2018-08-06,Lee Bee Wah,Er Dr Lee Bee Wah (Nee Soon). ,True
