Date,MP_Name,Original_MP_Name,Attendance
2018-03-20,Tan Chuan-Jin,Mr SPEAKER (Mr Tan Chuan-Jin (Marine Parade)).,True
2018-03-20,Amrin Amin,"Mr Amrin Amin (Sembawang), Parliamentary Secretary to the Minister for Health and Home Affairs.",True
2018-03-20,Ang Hin Kee,Mr Ang Hin Kee (Ang Mo Kio).,True
2018-03-20,Ang Wei Neng,Mr Ang Wei Neng (Jurong).,True
2018-03-20,Baey Yam Keng,"Mr Baey Yam Keng (Tampines), Parliamentary Secretary to the Minister for Culture, Community and Youth.",True
2018-03-20,Chan Chun Sing,"Mr Chan Chun Sing (Tanjong Pagar), Minister, Prime Minister's Office and Government Whip.",True
2018-03-20,Cheryl Chan Wei Ling,Miss Cheryl Chan Wei Ling (Fengshan).,True
2018-03-20,Chee Hong Tat,"Mr Chee Hong Tat (Bishan-Toa Payoh), Senior Minister of State for Communications and Information and Health.",True
2018-03-20,Chen Show Mao,Mr Chen Show Mao (Aljunied).,True
2018-03-20,Cheng Li Hui,Miss Cheng Li Hui (Tampines).,True
2018-03-20,Chia Yong Yong,Ms Chia Yong Yong (Nominated Member).,True
2018-03-20,Charles Chong,"Mr Charles Chong (Punggol East), Deputy Speaker.",True
2018-03-20,Chong Kee Hiong,Mr Chong Kee Hiong (Bishan-Toa Payoh).,True
2018-03-20,Desmond Choo,Mr Desmond Choo (Tampines).,True
2018-03-20,Thomas Chua Kee Seng,Mr Thomas Chua Kee Seng (Nominated Member).,True
2018-03-20,Darryl David,Mr Darryl David (Ang Mo Kio).,True
2018-03-20,Christopher de Souza,Mr Christopher de Souza (Holland-Bukit Timah).,True
2018-03-20,Fatimah Lateef,Assoc Prof Fatimah Lateef (Marine Parade).,True
2018-03-20,Cedric Foo Chee Keng,Mr Cedric Foo Chee Keng (Pioneer).,True
2018-03-20,Foo Mee Har,Ms Foo Mee Har (West Coast).,True
2018-03-20,Grace Fu Hai Yien,"Ms Grace Fu Hai Yien (Yuhua), Minister for Culture, Community and Youth and Leader of the House.",True
2018-03-20,Gan Kim Yong,"Mr Gan Kim Yong (Chua Chu Kang), Minister for Health.",True
2018-03-20,Gan Thiam Poh,Mr Gan Thiam Poh (Ang Mo Kio).,True
2018-03-20,Ganesh Rajaram,Mr Ganesh Rajaram (Nominated Member).,True
2018-03-20,Goh Chok Tong,Mr Goh Chok Tong (Marine Parade).,True
2018-03-20,Daniel Goh Pei Siong,Assoc Prof Daniel Goh Pei Siong (Non-Constituency Member).,True
2018-03-20,Heng Chee How,"Mr Heng Chee How (Jalan Besar), Senior Minister of State, Prime Minister's Office.",True
2018-03-20,Indranee Rajah,"Ms Indranee Rajah (Tanjong Pagar), Senior Minister of State for Finance and Law.",True
2018-03-20,Intan Azura Mokhtar,Dr Intan Azura Mokhtar (Ang Mo Kio).,True
2018-03-20,S Iswaran,"Mr S Iswaran (West Coast), Minister for Trade and Industry (Industry).",True
2018-03-20,Janil Puthucheary,"Dr Janil Puthucheary (Pasir Ris-Punggol), Senior Minister of State for Communications and Information and Education.",True
2018-03-20,Khaw Boon Wan,"Mr Khaw Boon Wan (Sembawang), Coordinating Minister for Infrastructure and Minister for Transport.",True
2018-03-20,Amy Khor Lean Suan,"Dr Amy Khor Lean Suan (Hong Kah North), Senior Minister of State for Health and the Environment and Water Resources.",True
2018-03-20,Koh Poh Koon,"Dr Koh Poh Koon (Ang Mo Kio), Senior Minister of State for National Development and Trade and Industry.",True
2018-03-20,Kok Heng Leun,Mr Kok Heng Leun (Nominated Member).,True
2018-03-20,Kwek Hian Chuan Henry,Mr Kwek Hian Chuan Henry (Nee Soon).,True
2018-03-20,Lam Pin Min,"Dr Lam Pin Min (Sengkang West), Senior Minister of State for Health and Transport.",True
2018-03-20,Lee Bee Wah,Er Dr Lee Bee Wah (Nee Soon).,True
2018-03-20,Desmond Lee,"Mr Desmond Lee (Jurong), Minister for Social and Family Development, Second Minister for National Development and Deputy Leader of the House.",True
2018-03-20,Lee Hsien Loong,"Mr Lee Hsien Loong (Ang Mo Kio), Prime Minister.",True
2018-03-20,Lee Yi Shyan,Mr Lee Yi Shyan (East Coast).,True
2018-03-20,Liang Eng Hwa,Mr Liang Eng Hwa (Holland-Bukit Timah).,True
2018-03-20,Lim Biow Chuan,"Mr Lim Biow Chuan (Mountbatten), Deputy Speaker.",True
2018-03-20,Sylvia Lim,Ms Sylvia Lim (Aljunied).,True
2018-03-20,Lim Wee Kiak,Dr Lim Wee Kiak (Sembawang).,True
2018-03-20,Low Thia Khiang,Mr Low Thia Khiang (Aljunied).,True
2018-03-20,Low Yen Ling,"Ms Low Yen Ling (Chua Chu Kang), Senior Parliamentary Secretary to the Ministers for Trade and Industry and Education.",True
2018-03-20,Mahdev Mohan,Asst Prof Mahdev Mohan (Nominated Member).,True
2018-03-20,Masagos Zulkifli B M M,"Mr Masagos Zulkifli B M M (Tampines), Minister for the Environment and Water Resources.",True
2018-03-20,Mohamad Maliki Bin Osman,"Dr Mohamad Maliki Bin Osman (East Coast), Senior Minister of State for Defence and Foreign Affairs.",True
2018-03-20,Muhamad Faisal Bin Abdul Manap,Mr Muhamad Faisal Bin Abdul Manap (Aljunied).,True
2018-03-20,Murali Pillai,Mr Murali Pillai (Bukit Batok).,True
2018-03-20,Lily Neo,Dr Lily Neo (Jalan Besar).,True
2018-03-20,Ng Chee Meng,"Mr Ng Chee Meng (Pasir Ris-Punggol), Minister for Education (Schools) and Second Minister for Transport.",True
