Date,MP_Name,Original_MP_Name,Attendance
2013-03-12,Amy Khor Lean Suan,"Dr Amy Khor Lean Suan (Hong Kah North), Minister of State for Health and Manpower and Deputy Government Whip. ",True
2013-03-12,Janice Koh,Ms Janice Koh (Nominated Member). ,True
2013-03-12,Lam Pin Min,Dr Lam Pin Min (Sengkang West). ,True
2013-03-12,Lee Bee Wah,Er Dr Lee Bee Wah (Nee Soon). ,True
2013-03-12,Desmond Lee,Mr Desmond Lee (Jurong). ,True
2013-03-12,Ellen Lee,Ms Ellen Lee (Sembawang). ,True
2013-03-12,Lee Hsien Loong,"Mr Lee Hsien Loong (Ang Mo Kio), Prime Minister. ",True
2013-03-12,Lee Li Lian,Ms Lee Li Lian (Punggol East). ,True
2013-03-12,Lee Yi Shyan,"Mr Lee Yi Shyan (East Coast), Senior Minister of State for National Development and Trade and Industry. ",True
2013-03-12,Liang Eng Hwa,Mr Liang Eng Hwa (Holland-Bukit Timah). ,True
2013-03-12,Laurence Lien,Mr Laurence Lien (Nominated Member). ,True
2013-03-12,Mary Liew,Ms Mary Liew (Nominated Member). ,True
2013-03-12,Lim Biow Chuan,Mr Lim Biow Chuan (Mountbatten). ,True
2013-03-12,Lim Hng Kiang,"Mr Lim Hng Kiang (West Coast), Minister for Trade and Industry. ",True
2013-03-12,Raymond Lim Siang Keat,Mr Raymond Lim Siang Keat (East Coast). ,True
2013-03-12,Lim Swee Say,"Mr Lim Swee Say (East Coast), Minister, Prime Minister's Office. ",True
2013-03-12,Sylvia Lim,Ms Sylvia Lim (Aljunied). ,True
2013-03-12,Lim Wee Kiak,Dr Lim Wee Kiak (Nee Soon). ,True
2013-03-12,Penny Low,Miss Penny Low (Pasir Ris-Punggol). ,True
2013-03-12,Low Thia Khiang,Mr Low Thia Khiang (Aljunied). ,True
2013-03-12,Low Yen Ling,Ms Low Yen Ling (Chua Chu Kang). ,True
2013-03-12,Lui Tuck Yew,"Mr Lui Tuck Yew (Moulmein-Kallang), Minister for Transport ",True
2013-03-12,Mah Bow Tan,Mr Mah Bow Tan (Tampines). ,True
2013-03-12,Masagos Zulkifli B M M,"Mr Masagos Zulkifli B M M (Tampines), Senior Minister of State for Foreign Affairs and Home Affairs. ",True
2013-03-12,Mohamad Maliki Bin Osman,"Dr Mohamad Maliki Bin Osman (East Coast), Senior Parliamentary Secretary to the Minister for Defence and Minister for National Development. ",True
2013-03-12,Muhamad Faisal Bin Abdul Manap,Mr Muhamad Faisal Bin Abdul Manap (Aljunied). ,True
2013-03-12,Dr Muhammad Faishal Ibrahim,"Assoc Prof Dr Muhammad Faishal Ibrahim (Nee Soon), Parliamentary Secretary to the Minister for Health and Minister for Transport. ",True
2013-03-12,Lily Neo,Dr Lily Neo (Tanjong Pagar). ,True
2013-03-12,Ng Eng Hen,"Dr Ng Eng Hen (Bishan-Toa Payoh), Minister for Defence and Leader of the House. ",True
2013-03-12,Irene Ng Phek Hoong,Ms Irene Ng Phek Hoong (Tampines). ,True
2013-03-12,David Ong,Mr David Ong (Jurong). ,True
2013-03-12,Ong Teng Koon,Mr Ong Teng Koon (Sembawang). ,True
2013-03-12,Denise Phua Lay Peng,Ms Denise Phua Lay Peng (Moulmein-Kallang). ,True
2013-03-12,Png Eng Huat,Mr Png Eng Huat (Hougang). ,True
2013-03-12,Pritam Singh,Mr Pritam Singh (Aljunied). ,True
2013-03-12,Seah Kian Peng,"Mr Seah Kian Peng (Marine Parade), Deputy Speaker. ",True
2013-03-12,Seng Han Thong,Mr Seng Han Thong (Ang Mo Kio). ,True
2013-03-12,Sim Ann,"Ms Sim Ann (Holland-Bukit Timah), Senior Parliamentary Secretary to the Minister for Communications and Information and Minister for Education. ",True
2013-03-12,Sitoh Yih Pin,Mr Sitoh Yih Pin (Potong Pasir). ,True
2013-03-12,Sam Tan Chin Siong,"Mr Sam Tan Chin Siong (Radin Mas), Senior Parliamentary Secretary to the Acting Minister for Culture, Community and Youth and Minister for Foreign Affairs. ",True
2013-03-12,Tan Kheng Boon Eugene,Asst Prof Tan Kheng Boon Eugene (Nominated Member). ,True
2013-03-12,Jessica Tan Soon Neo,Ms Jessica Tan Soon Neo (East Coast). ,True
2013-03-12,Tan Su Shan,Ms Tan Su Shan (Nominated Member). ,True
2013-03-12,Patrick Tay Teck Guan,Mr Patrick Tay Teck Guan (Nee Soon). ,True
2013-03-12,Teo Chee Hean,"Mr Teo Chee Hean (Pasir Ris-Punggol), Deputy Prime Minister and Coordinating Minister for National Security and Minister for Home Affairs. ",True
2013-03-12,Teo Ho Pin,"Dr Teo Ho Pin (Bukit Panjang), Deputy Government Whip. ",True
2013-03-12,Josephine Teo,"Mrs Josephine Teo (Bishan-Toa Payoh), Minister of State for Finance and Transport. ",True
2013-03-12,Teo Ser Luck,"Mr Teo Ser Luck (Pasir Ris-Punggol), Minister of State for Trade and Industry. ",True
2013-03-12,Tharman Shanmugaratnam,"Mr Tharman Shanmugaratnam (Jurong), Deputy Prime Minister and Minister for Finance. ",True
2013-03-12,Tin Pei Ling,Ms Tin Pei Ling (Marine Parade). ,True
2013-03-12,Edwin Tong Chun Fai,Mr Edwin Tong Chun Fai (Moulmein-Kallang). ,True
2013-03-12,Vikram Nair,Mr Vikram Nair (Sembawang). ,True
2013-03-12,Vivian Balakrishnan,"Dr Vivian Balakrishnan (Holland-Bukit Timah), Minister for the Environment and Water Resources. ",True
2013-03-12,Wong Kan Seng,Mr Wong Kan Seng (Bishan-Toa Payoh). ,True
2013-03-12,Lawrence Wong,"Mr Lawrence Wong (West Coast), Acting Minister for Culture, Community and Youth and Senior Minister of State for Communications and Information. ",True
2013-03-12,Dr Yaacob Ibrahim,"Assoc Prof Dr Yaacob Ibrahim (Moulmein-Kallang), Minister for Communications and Information and Minister-in-charge of Muslim Affairs. ",True
2013-03-12,Alex Yam,Mr Alex Yam (Chua Chu Kang). ,True
2013-03-12,Yee Jenn Jong,Mr Yee Jenn Jong (Non-Constituency Member). ,True
2013-03-12,Alvin Yeo,Mr Alvin Yeo (Chua Chu Kang). ,True
2013-03-12,Yeo Guat Kwang,Mr Yeo Guat Kwang (Ang Mo Kio). ,True
2013-03-12,Zainal Sapari,Mr Zainal Sapari (Pasir Ris-Punggol). ,True
2013-03-12,Zainudin Nordin,Mr Zainudin Nordin (Bishan-Toa Payoh). ,True
2013-03-12,Zaqy Mohamad,Mr Zaqy Mohamad (Chua Chu Kang). ,True
