Date,MP_Name,Original_MP_Name,Attendance
2013-03-12,Fatimah Lateef,Assoc Prof Fatimah Lateef (Marine Parade).,False
2013-03-12,Goh Chok Tong,Mr Goh Chok Tong (Marine Parade).,False
2013-03-12,Heng Swee Keat,"Mr Heng Swee Keat (Tampines), Minister for Education.",False
2013-03-12,Lee Kuan Yew,Mr Lee Kuan Yew (Tanjong Pagar).,False
2013-03-12,K Shanmugam,"Mr K Shanmugam (Nee Soon), Minister for Foreign Affairs and Minister for Law.",False
2013-03-12,Tan Chuan-Jin,"Mr Tan Chuan-Jin (Marine Parade), Acting Minister for Manpower and Senior Minister of State for National Development.",False
2013-03-12,Teo Siong Seng,Mr Teo Siong Seng (Nominated Member).,False
2013-03-12,Halimah Yacob,Mdm SPEAKER (Mdm Halimah Yacob (Jurong)). ,True
2013-03-12,Ang Hin Kee,Mr Ang Hin Kee (Ang Mo Kio). ,True
2013-03-12,Ang Wei Neng,Mr Ang Wei Neng (Jurong). ,True
2013-03-12,Baey Yam Keng,Mr Baey Yam Keng (Tampines). ,True
2013-03-12,Chan Chun Sing,"Mr Chan Chun Sing (Tanjong Pagar), Acting Minister for Social and Family Development and Senior Minister of State for Defence. ",True
2013-03-12,Chen Show Mao,Mr Chen Show Mao (Aljunied). ,True
2013-03-12,Chia Shi-Lu,Dr Chia Shi-Lu (Tanjong Pagar). ,True
2013-03-12,Lina Chiam,Mrs Lina Chiam (Non-Constituency Member). ,True
2013-03-12,Charles Chong,"Mr Charles Chong (Joo Chiat), Deputy Speaker. ",True
2013-03-12,Christopher de Souza,Mr Christopher de Souza (Holland-Bukit Timah). ,True
2013-03-12,R Dhinakaran,Mr R Dhinakaran (Nominated Member). ,True
2013-03-12,Faizah Jamal,Ms Faizah Jamal (Nominated Member). ,True
2013-03-12,Nicholas Fang,Mr Nicholas Fang (Nominated Member). ,True
2013-03-12,Arthur Fong,Mr Arthur Fong (West Coast). ,True
2013-03-12,Cedric Foo Chee Keng,Mr Cedric Foo Chee Keng (Pioneer). ,True
2013-03-12,Foo Mee Har,Ms Foo Mee Har (West Coast). ,True
2013-03-12,Grace Fu Hai Yien,"Ms Grace Fu Hai Yien (Yuhua), Minister, Prime Minister's Office, Second Minister for the Environment and Water Resources and Second Minister for Foreign Affairs. ",True
2013-03-12,Gan Kim Yong,"Mr Gan Kim Yong (Chua Chu Kang), Minister for Health and Government Whip. ",True
2013-03-12,Gan Thiam Poh,Mr Gan Thiam Poh (Pasir Ris-Punggol). ,True
2013-03-12,Gerald Giam Yean Song,Mr Gerald Giam Yean Song (Non-Constituency Member). ,True
2013-03-12,Hawazi Daipi,"Mr Hawazi Daipi (Sembawang), Senior Parliamentary Secretary to the Minister for Education and Acting Minister for Manpower. ",True
2013-03-12,Heng Chee How,"Mr Heng Chee How (Whampoa), Senior Minister of State, Prime Minister's Office and Deputy Leader of the House. ",True
2013-03-12,Hri Kumar Nair,Mr Hri Kumar Nair (Bishan-Toa Payoh). ,True
2013-03-12,Inderjit Singh,Mr Inderjit Singh (Ang Mo Kio). ,True
2013-03-12,Indranee Rajah,"Ms Indranee Rajah (Tanjong Pagar), Senior Minister of State for Education and Law. ",True
2013-03-12,Intan Azura Mokhtar,Dr Intan Azura Mokhtar (Ang Mo Kio). ,True
2013-03-12,S Iswaran,"Mr S Iswaran (West Coast), Minister, Prime Minister's Office, Second Minister for Home Affairs and Second Minister for Trade and Industry. ",True
2013-03-12,Janil Puthucheary,Dr Janil Puthucheary (Pasir Ris-Punggol). ,True
2013-03-12,Khaw Boon Wan,"Mr Khaw Boon Wan (Sembawang), Minister for National Development. ",True
