Date,Topic_CID,Order,Title,Subtitle,Section_Type,Question_Count
2017-07-03,2017-07-03-T-001,1,Petition ,Relocation of Sungei Road Market and Stallholders,OS,
2017-07-03,2017-07-03-T-002,2,Managing Parking and Use of Bicycles from Bike-sharing Schemes,,OA,
2017-07-03,2017-07-03-T-003,3,Prosecution for Hirers of Bicycles who Damage Bicycles Illegally,,OA,
2017-07-03,2017-07-03-T-004,4,Help for Vendors Displaced by Closing of Sungei Road Hawking Zone,,OA,
2017-07-03,2017-07-03-T-005,5,Personal or Pecuniary Interests of Ministers and Senior Officeholders,,OA,
2017-07-03,2017-07-03-T-006,6,Release of Information Related to Deeds of Gifts,,OA,
2017-07-03,2017-07-03-T-007,7,Criteria for Merging Schools and Junior Colleges,,OA,
2017-07-03,2017-07-03-T-008,8,Scope and Terms of Reference of Future Economy Council,,OA,
2017-07-03,2017-07-03-T-009,9,Administration of Muslim Law (Amendment) Bill,,BI,
2017-07-03,2017-07-03-T-010,10,Alleged Abuse of Power on 38 Oxley Road,Statement by Prime Minister,OS,
2017-07-03,2017-07-03-T-011,11, Ministerial Committee on 38 Oxley Road,Statement by Deputy Prime Minister,OS,
2017-07-03,2017-07-03-T-012,12,38 Oxley Road,Debate on Ministerial Statements,OS,
2017-07-03,2017-07-03-T-013,13,Extension of a Sitting,In Parliament,OS,
2017-07-03,2017-07-03-T-014,14,38 Oxley Road,Debate on Ministerial Statements,OS,
2017-07-03,2017-07-03-T-015,15,Adjournment of Debate,,OS,
2017-07-03,2017-07-03-T-016,16,Adjournment,,OS,
2017-07-03,2017-07-03-T-017,17,Lease Extensions for Older Residents in Lorong 3 Geylang Homes,,WANA,
2017-07-03,2017-07-03-T-018,18,Update on Telepharmacy Project,,WANA,
2017-07-03,2017-07-03-T-019,19,Lessons for Singapore from Fire Tragedy at Grenfell Tower in London,,WANA,
2017-07-03,2017-07-03-T-020,20,Government's Benchmark for Annualised Real Rate of Return for GIC and Temasek Holdings,,WANA,
2017-07-03,2017-07-03-T-021,21,Impact of GIC's Divestment in UBS on Rate of Return for Government's Investment Portfolio,,WANA,
2017-07-03,2017-07-03-T-022,22,Complaints by Residents for HDB Flats Legally Rented Out by Homeowners,,WANA,
2017-07-03,2017-07-03-T-023,23,Waiver of Accrued Interest on Resale Levy of HDB Flats,,WANA,
2017-07-03,2017-07-03-T-024,24,Proposal for HDB Rents to be Based on Per Capita Income,,WANA,
2017-07-03,2017-07-03-T-025,25,"Schools Counselling for Students on ""Performance-enhancement"" Substances",,WANA,
2017-07-03,2017-07-03-T-026,26,Students Identified by Counsellors or Teachers to be Vulnerable to Extremist Propaganda,,WANA,
2017-07-03,2017-07-03-T-027,27,Safeguards against Possibility of Terrorist Attack Using a Vehicle,,WANA,
