Date,Topic_CID,Order,Title,Subtitle,Section_Type,Question_Count
2020-09-04,2020-09-04-T-001,1,Public Accounts Committee and Estimates Committee,Announcement by Speaker,OS,
2020-09-04,2020-09-04-T-002,2,Developments on Fair Consideration Framework and Measures on Discriminatory Hiring Practices,,OA,
2020-09-04,2020-09-04-T-003,3,Updates on Unemployment and Retrenchment Numbers and Adoption of Schemes such as SGUnited Traineeships,,OA,
2020-09-04,2020-09-04-T-004,4,Amount Disbursed under Self-employed Relief Scheme and Further Measures to Help Self-employed,,OA,
2020-09-04,2020-09-04-T-005,5,Singaporeans Employed in Financial Services Sector ,,OA,
2020-09-04,2020-09-04-T-006,6,Data on Employees who have been Supported by Jobs Support Scheme,,OA,
2020-09-04,2020-09-04-T-007,7,Ministerial Statement on Fifth Set of COVID-19 Measures,Statement made on 17 August 2020,OA,
2020-09-04,2020-09-04-T-008,8,Debate on President's Address,Fifth allotted day,OS,
2020-09-04,2020-09-04-T-009,9,COVID-19 (Temporary Measures) (Amendment No 2) Bill,,BP,
2020-09-04,2020-09-04-T-010,10,Committee of Selection,Appointment of Members,OS,
2020-09-04,2020-09-04-T-011,11,Adjournment,,OS,
2020-09-04,2020-09-04-T-012,12,Statistics for COVID-19 Community Testing,,WANA,
2020-09-04,2020-09-04-T-013,13,COVID-19 Vaccine Plans,,WANA,
2020-09-04,2020-09-04-T-014,14,Strategy for Attracting Foreign Direct Investments in Post COVID-19 Era,,WANA,
2020-09-04,2020-09-04-T-015,15,Reasons for Recent Surge in Dengue Cases,,WANA,
2020-09-04,2020-09-04-T-016,16,Measures at Autonomous Universities to Reduce Risk of Assaults on Students,,WANA,
2020-09-04,2020-09-04-T-017,17,Essential Services Disrupted by Isolation Measures at Foreign Worker Dormitories,Plans to ramp up services in affected estates,WANA,
2020-09-04,2020-09-04-T-018,18,Usage and Effectiveness of TraceTogether App,,WANA,
2020-09-04,2020-09-04-T-019,19,Progress of Development on Thomson-East Coast Line Given Delays Due to COVID-19,,WANA,
2020-09-04,2020-09-04-T-020,20,Declaring Foreign Worker Dormitories to be Clear of COVID-19,,WANA,
2020-09-04,2020-09-04-T-021,21,Addressing Mental Health Challenges Faced by Foreign Workers Affected by Isolation at Dormitories,,WANA,
2020-09-04,2020-09-04-T-022,22,Reports of Mental Health Cases Arising from Work-from-Home Arrangements during COVID-19 Pandemic,,WANA,
2020-09-04,2020-09-04-T-023,23,Patients Accessing Subsidised Care at Public Hospitals and Specialist Centres,,WANA,
2020-09-04,2020-09-04-T-024,24,Recruitment for Cyber NSF and Cyber Military Expert Schemes,,WANA,
2020-09-04,2020-09-04-T-025,25,Adoption of Blockchain-based Multi-currency Payments Network,,WANA,
2020-09-04,2020-09-04-T-026,26,Broadband Service Subsidies for Seniors in Low-income Households,Subsidies provided under Digital Access Programme,WANA,
2020-09-04,2020-09-04-T-027,27,Enhancing and Securing Internet Connectivity Given Prevalence of Work-from-Home Arrangements,,WANA,
2020-09-04,2020-09-04-T-028,28,Proposal for Coding in Mainstream Curriculum at Schools,,WANA,
2020-09-04,2020-09-04-T-029,29,Cost Savings at Tertiary Institutions Arising from Online Learning,,WANA,
2020-09-04,2020-09-04-T-030,30,Review of Data Collection Duration for Graduate Employment Survey,,WANA,
2020-09-04,2020-09-04-T-031,31,Measures to Address Over-subscription During Primary 1 Registration Exercise in Bukit Batok and Sengkang,,WANA,
2020-09-04,2020-09-04-T-032,32,Criteria and Appeals for Early Graduation from Home Ownerhsip Plus Education Scheme,,WANA,
2020-09-04,2020-09-04-T-033,33,Application for Government Paid Childcare Leave Scheme Broken Down by Gender of Employees,,WANA,
2020-09-04,2020-09-04-T-034,34,Enforcement of Compliance with Maintenance Payments in Divorce Cases,,WANA,
2020-09-04,2020-09-04-T-035,35,Recent Trends in High-rise Littering,,WANA,
2020-09-04,2020-09-04-T-036,36,Measures to Mitigate Disamenities from Second-hand Cigarette Smoke in Residential Areas,,WANA,
2020-09-04,2020-09-04-T-037,37,Criteria for Setting Up Hawker Centres and Wet Markets,,WANA,
2020-09-04,2020-09-04-T-038,38,Local-Foreign Employment in Local Food Production Sector,,WANA,
2020-09-04,2020-09-04-T-039,39,Cleaning of Debris Washed Ashore Due to Monsoon Season,,WANA,
2020-09-04,2020-09-04-T-040,40,Impact of COVID-19 Pandemic on Designs for Future HDB Flats,,WANA,
2020-09-04,2020-09-04-T-041,41,Proposal for New Committee to Study Enthanasia of Healthy Pet Dogs,,WANA,
2020-09-04,2020-09-04-T-042,42,Measures to Tackle Illegal Bird-feeding,,WANA,
2020-09-04,2020-09-04-T-043,43,Impact of COVID-19 Pandemic on Construction of Extended Cycling Path Network,,WANA,
2020-09-04,2020-09-04-T-044,44,Spike in Households' Utility Bills in July and August 2020,,WANA,
2020-09-04,2020-09-04-T-045,45,Number of Banks with Qualifying Full Banking Licences Currently Granting Loans to Local Corporations with Turnovers below $10 Million,,WA,
2020-09-04,2020-09-04-T-046,46,Develop Responsible Financing Policies to Address Climate Risks Posed by High Climate-Risk Sectors,,WA,
2020-09-04,2020-09-04-T-047,47,Number of Adult Singaporeans Not Having a Bank Account and Reasons for Not Having One,,WA,
2020-09-04,2020-09-04-T-048,48,Data on Retiree Landlords Dependent on Rental Incomes of Their Commercial Units and Further Grants to Cover Them Beyond Rental Relief Framework,,WA,
2020-09-04,2020-09-04-T-049,49,Review of Personal Income Tax Reliefs vis-a-vis Dependant's Income Threshold and Child's NS Allowances Since 2010,,WA,
2020-09-04,2020-09-04-T-050,50,"Take-up and Split of Loan Capital SMEs and Large Firms, Interest Rates Paid by Banks and Expected Repayment Period for Banks",,WA,
2020-09-04,2020-09-04-T-051,51,"Breakdown of Number of Applications Received to Extend Social Visit Pass, Long Term Visit Pass or Long Term Pass Plus of Foreign Spouses of Singaporean",,WA,
2020-09-04,2020-09-04-T-052,52,Consideration to Allow Private Security Firms to Recruit and Employ Singporeans Aged Above 60 on a Temporary Basis as Private Security Officers,,WA,
2020-09-04,2020-09-04-T-053,53,Number of Cases of Neighbour Disputes Arising from Second-hand Cigarette Smoke Mediated Successfully in Past Two Years,,WA,
2020-09-04,2020-09-04-T-054,54,Resources for Detection of Mental Health Issues and Provision of Preventive Care and Subsidies Available,,WA,
2020-09-04,2020-09-04-T-055,55,Estimated Operational Lifespan of Motorised Wheelchair or Scooter Issued under Seniors' Mobility and Enabling Fund,,WA,
2020-09-04,2020-09-04-T-056,56,Extending Availability of Medication Delivery to Patients' Home for Patients Collecting Routine Medication for Chronic Conditions,,WA,
2020-09-04,2020-09-04-T-057,57,Number of Visitors and Their Family Members Allowed into Singapore for Medical Treatment since 27 March 2020,,WA,
2020-09-04,2020-09-04-T-058,58,Plans to Join COVID-19 Vaccine Trials and Developing a Framework for Administering COVID-19 Vaccine when Adopted,,WA,
2020-09-04,2020-09-04-T-059,59,Total Number of Imported COVID-19 Cases Who are Non-Singaporeans and Top Three Countries of Embarkation of These Cases,,WA,
2020-09-04,2020-09-04-T-060,60,Plans to Increase Awareness Among Merchants who Adopt Cashless Payments on Payment Verification and Possible Scams,,WA,
2020-09-04,2020-09-04-T-061,61,Response to US Clean Network Initiative while Maintaining Access to Technologies from Different Providers,,WA,
2020-09-04,2020-09-04-T-062,62,Proposal to Bring Forward Schedule for Building Hawker Centre in Bukit Batok HDB Town,,WA,
2020-09-04,2020-09-04-T-063,63,Incentivising Use of Environment-friendly Food  and Drink Containers,,WA,
2020-09-04,2020-09-04-T-064,64,Number of Banks Involved in Administration of Government-assisted Schemes,,WA,
2020-09-04,2020-09-04-T-065,65,Expanding Green Lane for Business Travel to China without Sponsors,,WA,
2020-09-04,2020-09-04-T-066,66,Cost of Living During COVID-19 and Measures to Monitor and Manage Situation,,WA,
2020-09-04,2020-09-04-T-067,67,Bursary Applications Received by Autonomous Universities and Percentage Rejected in Past Five Years,,WA,
2020-09-04,2020-09-04-T-068,68,Statistics on Reported Cyberbullying Cases in Primary and Secondary Schools in Last Three Years and Measures to Protect Children against Cyberbullying,,WA,
2020-09-04,2020-09-04-T-069,69,Distribution of Balance in Special Needs Savings Scheme on Demise of Child,,WA,
2020-09-04,2020-09-04-T-070,70,Statistics and Outcome of Applications for COVID-19 Support Grant,,WA,
2020-09-04,2020-09-04-T-071,71,Survey on Vulnerable Members of Society by Vulnerable-In-Community (VIC) Network and Release of Report,,WA,
2020-09-04,2020-09-04-T-072,72,Plans to Study Feasibility of Introducing Sub-spoke Bus Services,,WA,
2020-09-04,2020-09-04-T-073,73,Plans to Review and Extend Guidelines for Covered Linkways Beyond 400 Metres,,WA,
2020-09-04,2020-09-04-T-074,74,Update on Feasibility Study of Implementing Noise Mitigation Measures along Pan-Island Expressway Adjacent to HDB Blocks in Bukit Batok SMC,,WA,
2020-09-04,2020-09-04-T-075,75,Unprofitable Bus Services as of July 2020,,WA,
2020-09-04,2020-09-04-T-076,76,Firms under Fair Consideration Framework Watchlist,,WA,
2020-09-04,2020-09-04-T-077,77,"Breakdown of Employed and Unemployed Singaporean, Permanent Resident and Foreign PMETS by Industries, Age and Gender",,WA,
2020-09-04,2020-09-04-T-078,78,Take-up Rate of SG United Traineeships Across Sectors and Need to Raise Awareness,,WA,
2020-09-04,2020-09-04-T-079,79,Employment Rate and Redundancy Rate of Jobs Support Scheme Recipient Firms in March 2020 versus Currently,,WA,
2020-09-04,2020-09-04-T-080,80,Number and Trend of Cases of Thefts and Vandalism of Community Gardens in Last Five Years and Measures and Public Education Programmes in Place,,WA,
2020-09-04,2020-09-04-T-081,81,Number of Requests for Assistance with Rent Payments under HDB Public Rental Scheme and Plans to Consider Temporary Rent Freeze,,WA,
2020-09-04,2020-09-04-T-082,82,Local Species of Flora and Fauna Classified as Extinct and Endangered and Efforts to Raise Students and Young Singaporeans' Awareness of Biodiversity Conservation Issues,,WA,
2020-09-04,2020-09-04-T-083,83,Initiatives to Promote Inter-generational Collaboration and Actions in Tackling Issues Facing Singaporeans,,WA,
2020-09-04,2020-09-04-T-084,84,"Efforts and Upcoming Plans to Engage Youths on Views, Concerns and Aspirations for a post-COVID-19 World",,WA,
2020-09-04,2020-09-04-T-085,85,Clarification by Deputy Prime Minister and Minister for Finance,,WS,
