Date,Topic_CID,Order,Title,Subtitle,Section_Type,Question_Count
2021-04-05,2021-04-05-T-001,1,Update on Singapore's COVID-19 Vaccination Programme,,OA,
2021-04-05,2021-04-05-T-002,2,Proof of COVID-19 Vaccination for Singaporeans ,,OA,
2021-04-05,2021-04-05-T-003,3,Digital Vaccine Passport and Travel Bubble Arrangements,,OA,
2021-04-05,2021-04-05-T-004,4,"Plagiarisation of ""Count On Me Singapore"" Song and Actions against Infringements of National Symbols",,OA,
2021-04-05,2021-04-05-T-005,5,Published Government Cash Surplus Numbers and Impact on Government's Fiscal Space and Decision on GST Rate Increase,,OA,
2021-04-05,2021-04-05-T-006,6,Progress of Industry Transformation Maps,,OA,
2021-04-05,2021-04-05-T-007,7,Significant Infrastructure Government Loan Bill,,BI,
2021-04-05,2021-04-05-T-008,8,Land Betterment Charge Bill,,BI,
2021-04-05,2021-04-05-T-009,9,Road Traffic (Amendment) Bill,,BI,
2021-04-05,2021-04-05-T-010,10,Land Transport Authority of Singapore (Amendment) Bill,,BI,
2021-04-05,2021-04-05-T-011,11,COVID-19 (Temporary Measures) (Amendment No 2) Bill,,BI,
2021-04-05,2021-04-05-T-012,12,COVID-19 (Temporary Measures) (Amendment No 2) Bill,,BP,
2021-04-05,2021-04-05-T-013,13,Postal Services (Amendment) Bill,,BP,
2021-04-05,2021-04-05-T-014,14,Grant to IMF's Catastrophe Containment and Relief Trust,Motion,OS,
2021-04-05,2021-04-05-T-015,15,Extension of A Sitting,,OS,
2021-04-05,2021-04-05-T-016,16,Grant to IMF's Catastrophe Containment and Relief Trust,,OS,
2021-04-05,2021-04-05-T-017,17,Grant to IMF's Crisis Capacity Development Initiative,,OS,
2021-04-05,2021-04-05-T-018,18,Grant to IMF's Trust for Special Poverty Reduction and Growth Operations for the Heavily Indebted Poor Countries,,OS,
2021-04-05,2021-04-05-T-019,19,Adjournment,,OS,
2021-04-05,2021-04-05-T-020,20,Impact of Transition to Low-carbon Emission Regime on Petrochemical Industries and Workers,,WANA,
2021-04-05,2021-04-05-T-021,21,Training and Financial Support for Re-skilling of Oil and Gas Workers,,WANA,
2021-04-05,2021-04-05-T-022,22,Investigation into 25 February 2021 Incident of Person Killed on MRT Track near Kallang Station,,WANA,
