Date,Topic_CID,Order,Title,Subtitle,Section_Type,Question_Count
2022-11-29,2022-11-29-T-001,1,Mortality Rate and Serious Complications amongst Singaporeans who Suffer COVID-19 Reinfections,,OA,
2022-11-29,2022-11-29-T-002,2,Reports of Platform Workers Suffering Injuries in Course of Work,,OA,
2022-11-29,2022-11-29-T-003,3,Spouses of HDB Flat or Executive Condominium Owners who Have Bought Private Properties,,OA,
2022-11-29,2022-11-29-T-004,4,Data for Full-time Trained and Untrained School Counsellors,,OA,
2022-11-29,2022-11-29-T-005,5,Time Taken for Anti-Scam Centre to Investigate Cases,,OA,
2022-11-29,2022-11-29-T-006,6,Allocation of Percentage of HDB Community Care Apartments for Seniors to Suitable Younger Persons with Disabilities,,OA,
2022-11-29,2022-11-29-T-007,7,Number of Consumers Enjoying Tax Rebates under Commercial Vehicle Emissions Scheme,,OA,
2022-11-29,2022-11-29-T-008,8,Data on Families Owning More than One Car,,OA,
2022-11-29,2022-11-29-T-009,9,Educating First-time Home Buyers or Sellers on Non-exclusive Agreements,,OA,
2022-11-29,2022-11-29-T-010,10,Availability and Resiliency of Government's Digital Services,,OA,
2022-11-29,2022-11-29-T-011,11,IT System Outages in Local Public Healthcare Institutions and Measures to Ensure Resiliency under Healthier SG,,OA,
2022-11-29,2022-11-29-T-012,12,Factors that May Impede Adoption of Electric Vehicles,,OA,
2022-11-29,2022-11-29-T-013,13,Length of Review Period for Households on ComCare Short-to-Medium-Term Assistance Programmes,,OA,
2022-11-29,2022-11-29-T-014,14,Protection of Interests of Sub-accounts in Enhanced Central Intermediary Scheme for Excess Solar Power Flowed Back to Grid,,OA,
2022-11-29,2022-11-29-T-015,15,Impact of High-rise Schools on Children's Social Interactions and Development,,OA,
2022-11-29,2022-11-29-T-016,16,Recent Workplace Safety Offences and Incidence of Repeat Offenders,,OA,
2022-11-29,2022-11-29-T-017,17,Review of Monthly Household-income Ceiling for Prospective Buyers of BTO Flats and Executive Condominiums,,OA,
2022-11-29,2022-11-29-T-018,18,Windfall Taxes on Energy Companies in Light of Their Record Profits,,OA,
2022-11-29,2022-11-29-T-019,19,Constitution of the Republic of Singapore (Amendment No 3) Bill,,BP,
2022-11-29,2022-11-29-T-020,20,Penal Code (Amendment) Bill,,BP,
2022-11-29,2022-11-29-T-021,21,Post-Appeal Applications in Capital Cases Bill,,BP,
2022-11-29,2022-11-29-T-022,22,Exempted Business,Business Motion,OS,
2022-11-29,2022-11-29-T-023,23,Post-appeal Applications in Capital Cases Bill,,BP,
2022-11-29,2022-11-29-T-024,24,Owners of HDB Shophouses who Rent Out Their Units,,WANA,
2022-11-29,2022-11-29-T-025,25,SkillsFuture Accreditation for Tertiary Education Providers and Instructors,,WANA,
2022-11-29,2022-11-29-T-026,26,Streamlining Process for Online Application of HDB Flats with Real-time Information and Level of Subsidy for Each Applicant,,WANA,
2022-11-29,2022-11-29-T-027,27,"Trends for Children Remaining in Places of Safety, and in Boys' Home and Girls' Home",,WANA,
2022-11-29,2022-11-29-T-028,28,Lowering Singapore's Voting Age to 18,,WANA,
2022-11-29,2022-11-29-T-029,29,Conflicts in Execution between Singapore and Foreign Lasting Power of Attorney,,WANA,
2022-11-29,2022-11-29-T-030,30,Retention of Manual Payment Methods for Seniors,,WANA,
2022-11-29,2022-11-29-T-031,31,Using MediSave to Pay for Monthly Renal Dialysis Treatment,,WANA,
2022-11-29,2022-11-29-T-032,32,Phasing Out Paper Receipts to Reduce Paper Waste,,WANA,
2022-11-29,2022-11-29-T-033,33,Temasek Holdings and GIC's Financial Losses from Investing in Cryptocurrency Platform FTX,,WANA,
2022-11-29,2022-11-29-T-034,34,Tracking of Dugong Population and Efforts to Conserve Its Numbers,,WANA,
2022-11-29,2022-11-29-T-035,35,Plans to Maintain Dynamism in Tech Industry amidst Layoffs,,WANA,
2022-11-29,2022-11-29-T-036,36,"Encouraging Students to go on Overseas Study Trips, Exchanges and Internship Programmes Post COVID-19",,WANA,
2022-11-29,2022-11-29-T-037,37,Update on Lamppost-as-a-Platform Project,,WANA,
2022-11-29,2022-11-29-T-038,38,S Pass Holders' Highest Educational Qualifications,,WANA,
2022-11-29,2022-11-29-T-039,39,Communication of NParks' Environmental Impact Assessments to Project Developers,,WANA,
2022-11-29,2022-11-29-T-040,40,Discouraging Excessive Sale of Cars by Disallowing Conversion of Rental Cars to Private Cars and Practices to Bypass Car Loan Curbs,,WANA,
2022-11-29,2022-11-29-T-041,41,Preserving and Expanding Mangrove Ecosystems under OneMillionTrees Movement,,WANA,
2022-11-29,2022-11-29-T-042,42,"Separate Contracts for Maintenance of Footpaths, Green Spaces and Drains Located within Same Area",,WANA,
2022-11-29,2022-11-29-T-043,43,"Factors Driving Demand and COE Prices for Categories B, D and E Vehicles",,WANA,
2022-11-29,2022-11-29-T-044,44,Activation of Emergency Stop Plungers at MRT Stations,,WANA,
2022-11-29,2022-11-29-T-045,45,Update on Performance of ServiceSG Centres,,WANA,
2022-11-29,2022-11-29-T-046,46,"Plan to Better Protect Gig Workers and Measures to Balance Interests of Gig Work Organisations, Gig Workers and Consumers",,WANA,
2022-11-29,2022-11-29-T-047,47,Upcoming Development Plans to Ensure Dynamic Singapore Initial Public Offering Market,,WA,
2022-11-29,2022-11-29-T-048,48,Change in Share of Private Residential Properties and HDB Flats with Outstanding Mortgage Loans Since 2008 Global Financial Crisis,,WA,
2022-11-29,2022-11-29-T-049,49,Measures to Support and Enhance Mental Wellness of Public Officers,,WA,
2022-11-29,2022-11-29-T-050,50,Update on Review of Streamlined Enforcement Framework for Civil Judgments,,WA,
2022-11-29,2022-11-29-T-051,51,Provision for Summary Determination and Disposal of Vexatious Claims under Supreme Court (Protection from Harassment) Rules 2021,,WA,
2022-11-29,2022-11-29-T-052,52,Update on Status of Road Noise Barrier and Low-noise Road Surfacing Trials,,WA,
2022-11-29,2022-11-29-T-053,53,Reports of Traffic Accidents Involving Foreign-registered Vehicles and Assistance Rendered to Drivers Who Lodged Claims against Foreign Motorists,,WA,
2022-11-29,2022-11-29-T-054,54,Colour Temperature of Singapore's Street Lighting and Feasibility of Warmer White Lighting for Street Lamps on Minor Roads,,WA,
2022-11-29,2022-11-29-T-055,55,Government Assistance for Ride-sharing Initiative for Commercial Vehicles,,WA,
2022-11-29,2022-11-29-T-056,56,Increase in Electricity and Fuel Costs for Public Transport Operators Year-to-date and Expected Proportion Offset by Subsidies,,WA,
